fieldsample_barcode	habitat_typenumber	mfd_sampletype	mfd_areatype	mfd_hab1	mfd_hab2	mfd_hab3	longitude	latitude	flat_name	after_total_reads	after_total_bases
MFD05039	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	8.88058	56.93044	LIB-MJ199-C2_04.fastq.gz	18372576	2731089203
MFD05040	4100	Soil	Urban	Greenspaces	Parks		12.4765	55.6229	LIB-MJ343-C9_01.fastq.gz	26425752	3912337345
MFD05041	6200	Soil	Natural	Grassland formations	Semi-natural dry grasslands		8.88224	56.93174	LIB-MJ195-E8_01.fastq.gz	14005586	2080029294
MFD05042	7210	Soil	Natural	Bogs, mires and fens	Calcareous fens	Cladium fens	10.68894	54.72654	LIB-MJ194-E9_04.fastq.gz	16749798	2469636894
MFD05043	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	8.6052	56.84583	LIB-MJ193-E3_01.fastq.gz	28985262	4327433012
MFD05044	4100	Soil	Urban	Greenspaces	Parks		12.3465	55.6141	LIB-MJ336-G7_02.fastq.gz	24309558	3623592751
MFD05045	9100	Soil	Natural	Forests	Temperate forests		9.98094	55.37559	LIB-MJ200-G6_04.fastq.gz	8298244	1229800833
MFD05046	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	8.90544	56.942	LIB-MJ193-B12_01_v_LIB-MJ402-A9_04.fastq.gz	26275008	3868353273
MFD05047	9190	Soil	Natural	Forests	Temperate forests	Old acidophilous oak woods with Q. robur on sandy plains	9.91699	55.38817	LIB-MJ196-A8_02.fastq.gz	15143760	2250839150
MFD05048	9130	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	10.52967	55.10206	LIB-MJ190-B8_02.fastq.gz	18386940	2668101313
MFD05049	4130	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath	8.82814	56.76137	LIB-MJ201-H8_03.fastq.gz	35781926	5303319532
MFD05050	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	8.91145	56.93929	LIB-MJ194-H6_04.fastq.gz	17186124	2539070416
MFD05051	9100	Soil	Natural	Forests	Temperate forests		10.72834	54.73862	LIB-MJ195-F8_01_v_LIB-MJ415-A8_04.fastq.gz	38691116	5738024918
MFD05052	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	9.41706	57.1362	LIB-MJ176-A8_03.fastq.gz	13440366	1982703134
MFD05053	7220	Soil	Natural	Bogs, mires and fens	Calcareous fens	Petrifying springs	8.90798	56.94193	LIB-MJ197-C4_03.fastq.gz	14219074	2101519175
MFD05054	9100	Soil	Natural	Forests	Temperate forests		9.91873	55.38679	LIB-MJ201-H6_03.fastq.gz	25959334	3843167501
MFD05055	1210	Soil	Natural	Coastal	Sea cliffs and shingle or stony beaches	Annual vegetation of drift lines	10.67048	54.74142	LIB-MJ190-H10_02.fastq.gz	19672624	2835561012
MFD05056	3120	Sediment	Urban	Freshwater	Standing freshwater	Rainwater basin, City	11.463	55.7148	LIB-MJ411-B6_02.fastq.gz	4270934	625360260
MFD05057	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	8.8815	56.93136	LIB-MJ190-H4_02.fastq.gz	18185340	2670367305
MFD05058	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	10.49924	55.1004	LIB-MJ191-C1_04.fastq.gz	32104228	4742941830
MFD05059	6431	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Agricultural meadow (6430 subtype)	8.88187	56.93184	LIB-MJ199-B3_04.fastq.gz	15742498	2343781940
MFD05060	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	10.69456	54.75496	LIB-MJ201-B11_03.fastq.gz	24245940	3570156568
MFD05061	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	8.88096	56.93095	LIB-MJ190-D8_02.fastq.gz	14682142	2159573789
MFD05062	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	10.50012	55.10116	LIB-MJ195-H9_01.fastq.gz	18512180	2745271338
MFD05063	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	8.9077	56.94212	LIB-MJ200-A6_04.fastq.gz	25991738	3837635841
MFD05064	6431	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Agricultural meadow (6430 subtype)	9.41331	57.13444	LIB-MJ190-G1_02.fastq.gz	32284740	4709491833
MFD05065	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	8.90551	56.94192	LIB-MJ196-B4_02.fastq.gz	16831210	2505292712
MFD05066	9100	Soil	Natural	Forests	Temperate forests		10.31284	55.135	LIB-MJ193-F8_01.fastq.gz	31543592	4701068813
MFD05067	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	8.88056	56.93103	LIB-MJ200-B5_04.fastq.gz	21733004	3216897671
MFD05068	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	9.417442806	57.13614119	LIB-MJ192-A3_04.fastq.gz	21466380	3174207029
MFD05069	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	8.60913	56.84527	LIB-MJ193-D2_01.fastq.gz	27416876	4088758872
MFD05070	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	10.63085	55.05472	LIB-MJ200-D8_04.fastq.gz	20294752	3020927804
MFD05071	9100	Soil	Natural	Forests	Temperate forests		11.31225	55.52922	LIB-MJ196-F11_02.fastq.gz	17814262	2645743063
MFD05072	7220	Soil	Natural	Bogs, mires and fens	Calcareous fens	Petrifying springs	9.41534	57.13423	LIB-MJ195-B2_01.fastq.gz	23359220	3399361296
MFD05073	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	8.88158	56.93145	LIB-MJ197-B10_03.fastq.gz	19357956	2865750836
MFD05074	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	9.171756554	55.55439358	LIB-MJ191-D9_04.fastq.gz	20811608	3084525614
MFD05075	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	11.44938911	55.42665042	LIB-MJ150-A3_03.fastq.gz	19249984	2850368894
MFD05076	6153	Soil	Agriculture	Fields	Poales, Cereal	Rye, Winter	9.239338377	55.81035651	LIB-MJ137-A3_02.fastq.gz	25971880	3835072215
MFD05077	6311	Soil	Agriculture	Fields	Asparagales	Onion	9.239338377	55.81035651	LIB-MJ140-D11_02.fastq.gz	30708932	4546175769
MFD05078	6311	Soil	Agriculture	Fields	Asparagales	Onion	9.239338377	55.81035651	LIB-MJ148-C8_02.fastq.gz	19597248	2900164038
MFD05079	6143	Soil	Agriculture	Fields	Poales, Cereal	Barley, Winter	9.236620325	55.36108282	LIB-MJ145-F8_01.fastq.gz	22413480	3318209663
MFD05080	6822	Soil	Agriculture	Fields	Mixed crops	Grass, Clover, Rotation	9.239891273	55.90020726	LIB-MJ150-C6_03.fastq.gz	24523488	3602633749
MFD05081	6822	Soil	Agriculture	Fields	Mixed crops	Grass, Clover, Rotation	9.239891273	55.90020726	LIB-MJ147-G7_02.fastq.gz	31174158	4578260732
MFD05082	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	11.60133566	55.33362089	LIB-MJ145-G10_01.fastq.gz	22921366	3383454681
MFD05083	6311	Soil	Agriculture	Fields	Asparagales	Onion	9.239338377	55.81035651	LIB-MJ140-A11_02.fastq.gz	31955600	4726864347
MFD05084	6132	Soil	Agriculture	Fields	Poales, Cereal	Maize, Silage	9.236620325	55.36108282	LIB-MJ140-D4_02.fastq.gz	33381304	4950190174
MFD05085	6311	Soil	Agriculture	Fields	Asparagales	Onion	9.239338377	55.81035651	LIB-MJ147-G1_02.fastq.gz	30912620	4495713773
MFD05086	6822	Soil	Agriculture	Fields	Mixed crops	Grass, Clover, Rotation	9.239891273	55.90020726	LIB-MJ145-B8_01.fastq.gz	31021688	4574866522
MFD05087	6713	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	11.44384444	55.33687386	LIB-MJ137-D3_02.fastq.gz	22307308	3311813075
MFD05088	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	11.09569745	54.7141524	LIB-MJ150-E7_03.fastq.gz	23171424	3429219221
MFD05089	6132	Soil	Agriculture	Fields	Poales, Cereal	Maize, Silage	9.238241941	55.63065102	LIB-MJ145-G11_01.fastq.gz	26065794	3811676378
MFD05090	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	9.70823062	55.26939833	LIB-MJ135-G8_04.fastq.gz	17125752	2525590744
MFD05091	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	9.706636313	55.17954433	LIB-MJ140-H11_02_v_LIB-MJ407-C12_04.fastq.gz	27321018	4049049357
MFD05092	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	9.236620325	55.36108282	LIB-MJ135-B10_04.fastq.gz	16892976	2513299332
MFD05093	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	9.54961524	55.18035306	LIB-MJ149-B3_03.fastq.gz	15656220	2318145307
MFD05094	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	8.9202202	55.81056349	LIB-MJ138-G10_03.fastq.gz	26248138	3891210945
MFD05095	6713	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	12.29837571	56.12595055	LIB-MJ151-B4_04.fastq.gz	27820118	4126897304
MFD05096	6713	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	12.29837571	56.12595055	LIB-MJ151-C7_04.fastq.gz	32465158	4817167824
MFD05097	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	12.29837571	56.12595055	LIB-MJ148-C6_02.fastq.gz	21123766	3119547035
MFD05098	6713	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	12.29837571	56.12595055	LIB-MJ135-G7_04.fastq.gz	14221656	2117162697
MFD05099	6143	Soil	Agriculture	Fields	Poales, Cereal	Barley, Winter	11.44384444	55.33687386	LIB-MJ145-H8_01.fastq.gz	22508090	3331463546
MFD05100	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	11.60133566	55.33362089	LIB-MJ138-F4_03.fastq.gz	24425004	3625919469
MFD05101	6132	Soil	Agriculture	Fields	Poales, Cereal	Maize, Silage	9.236620325	55.36108282	LIB-MJ146-H10_01.fastq.gz	21886758	3217171574
MFD05102	6143	Soil	Agriculture	Fields	Poales, Cereal	Barley, Winter	11.09569745	54.7141524	LIB-MJ135-B3_04_v_LIB-MJ367-B3_04.fastq.gz	40882434	6067653244
MFD05103	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	9.238241941	55.63065102	LIB-MJ137-D6_02.fastq.gz	23999912	3533950414
MFD05104	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	8.920766881	55.54100119	LIB-MJ140-E8_02.fastq.gz	28369680	4215173710
MFD05105	6822	Soil	Agriculture	Fields	Mixed crops	Grass, Clover, Rotation	8.763914176	55.27122409	LIB-MJ140-A2_02.fastq.gz	27799822	4120904637
MFD05106	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	8.608293631	55.09109957	LIB-MJ135-H8_04.fastq.gz	17307916	2574943203
MFD05107	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	11.25080577	54.71137062	LIB-MJ146-C9_01.fastq.gz	20068438	2969880115
MFD05108	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	12.08757979	55.5021019	LIB-MJ147-G8_02.fastq.gz	26704606	3845299548
MFD05109	6311	Soil	Agriculture	Fields	Asparagales	Onion	9.239338377	55.81035651	LIB-MJ147-F2_02.fastq.gz	23032098	3375337906
MFD05110	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	8.920035898	55.90041494	LIB-MJ149-A9_03.fastq.gz	23522092	3452137560
MFD05111	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	9.07959655	55.72071071	LIB-MJ140-G2_02.fastq.gz	28921054	4284110767
MFD05112	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	11.60133566	55.33362089	LIB-MJ137-E10_02.fastq.gz	23511832	3492188880
MFD05113	6822	Soil	Agriculture	Fields	Mixed crops	Grass, Clover, Rotation	9.239891273	55.90020726	LIB-MJ140-H3_02.fastq.gz	32901910	4817379809
MFD05114	6311	Soil	Agriculture	Fields	Asparagales	Onion	9.239338377	55.81035651	LIB-MJ150-D5_03.fastq.gz	27427920	4009968542
MFD05115	6111	Soil	Agriculture	Fields	Poales, Cereal	Oat, Spring	10.33762235	55.26412475	LIB-MJ145-D2_01.fastq.gz	21102014	3102431105
MFD05116	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.49493298	55.26229957	LIB-MJ135-G4_04_v_LIB-MJ367-G4_03.fastq.gz	19691074	2917072976
MFD05117	6713	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	10.49493298	55.26229957	LIB-MJ147-H10_02.fastq.gz	22323178	3286102554
MFD05118	6212	Soil	Agriculture	Fields	Poales, grass	Grass for crop, Ryegrass	10.18835428	55.53526437	LIB-MJ146-C2_01.fastq.gz	15443968	2284767508
MFD05119	6713	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	10.49493298	55.26229957	LIB-MJ145-E1_01.fastq.gz	23380816	3446019032
MFD05120	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.49493298	55.26229957	LIB-MJ149-B2_03.fastq.gz	23141786	3415341358
MFD05121	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.33762235	55.26412475	LIB-MJ137-H2_02.fastq.gz	3009510	433471315
MFD05122	6822	Soil	Agriculture	Fields	Mixed crops	Grass, Clover, Rotation	9.241006546	56.0799048	LIB-MJ147-E1_02.fastq.gz	28147994	4137471966
MFD05123	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	9.240447322	55.99005669	LIB-MJ137-A5_02.fastq.gz	22837150	3371549911
MFD05124	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	12.51383253	54.95108137	LIB-MJ146-B7_01.fastq.gz	22484188	3332065982
MFD05125	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	12.35796782	54.95549062	LIB-MJ146-F11_01.fastq.gz	19835182	2937451736
MFD05126	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	12.35796782	54.95549062	LIB-MJ138-H4_03.fastq.gz	24766516	3661773405
MFD05127	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	12.03259932	54.78423109	LIB-MJ139-C2_01.fastq.gz	19457380	2890358149
MFD05128	6822	Soil	Agriculture	Fields	Mixed crops	Grass, Clover, Rotation	9.240447322	55.99005669	LIB-MJ149-H7_03.fastq.gz	24006386	3545423704
MFD05129	6511	Soil	Agriculture	Fields	Superasterids	Caryophyllales, Sugar beet	12.03259932	54.78423109	LIB-MJ139-A1_01.fastq.gz	23509606	3480954869
MFD05130	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	12.51383253	54.95108137	LIB-MJ139-F11_01.fastq.gz	20956498	3108691097
MFD05131	6822	Soil	Agriculture	Fields	Mixed crops	Grass, Clover, Rotation	9.241006546	56.0799048	LIB-MJ151-A5_04.fastq.gz	24494140	3629187379
MFD05132	6713	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	10.49831595	55.35212853	LIB-MJ151-H1_04.fastq.gz	9377194	1329997104
MFD05133	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.49493298	55.26229957	LIB-MJ149-E9_03.fastq.gz	28618968	4216026858
MFD05134	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	9.392587253	55.18095963	LIB-MJ150-A2_03.fastq.gz	19764922	2917363647
MFD05135	6161	Soil	Agriculture	Fields	Poales, Cereal	Rye, Winter, Hybrid	10.49831595	55.35212853	LIB-MJ151-A7_04.fastq.gz	20616612	3045064300
MFD05136	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.0275963	55.44685603	LIB-MJ149-B10_03.fastq.gz	29185550	4316733186
MFD05137	6211	Soil	Agriculture	Fields	Poales, grass	Grass for crop, Fescue	12.03259932	54.78423109	LIB-MJ151-E8_04.fastq.gz	19431206	2887842651
MFD05138	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	12.03259932	54.78423109	LIB-MJ151-H8_04.fastq.gz	21008560	3122462037
MFD05139	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	8.763914176	55.27122409	LIB-MJ148-G6_02.fastq.gz	18646870	2749100623
MFD05140	6213	Soil	Agriculture	Fields	Poales, grass	Grass for crop, Cocksfoot	12.20206153	54.95970027	LIB-MJ146-A6_01.fastq.gz	26465936	3919392019
MFD05141	6713	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	12.20206153	54.95970027	LIB-MJ149-C1_03.fastq.gz	24110014	3564852089
MFD05142	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	12.20206153	54.95970027	LIB-MJ148-F11_02.fastq.gz	21643822	3198315910
MFD05143	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	12.20206153	54.95970027	LIB-MJ147-E7_02.fastq.gz	29026398	4284410672
MFD05144	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	12.20206153	54.95970027	LIB-MJ148-D9_02.fastq.gz	16296874	2416382044
MFD05145	6422	Soil	Agriculture	Fields	Asterids	Solanales, Potato, Starch	8.763379686	55.36108282	LIB-MJ151-E11_04.fastq.gz	26822556	3967901299
MFD05146	6212	Soil	Agriculture	Fields	Poales, grass	Grass for crop, Ryegrass	10.18565268	55.44542675	LIB-MJ151-B7_04.fastq.gz	16996266	2512197396
MFD05147	6111	Soil	Agriculture	Fields	Poales, Cereal	Oat, Spring	10.18835428	55.53526437	LIB-MJ137-H3_02.fastq.gz	17533090	2472068673
MFD05148	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	12.03259932	54.78423109	LIB-MJ146-H1_01_v_LIB-MJ405-C11_01.fastq.gz	16038362	2348569301
MFD05149	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	12.03933871	54.8739716	LIB-MJ148-B6_02.fastq.gz	15887090	2346731304
MFD05150	6713	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	11.88370082	54.87776911	LIB-MJ147-G11_02.fastq.gz	21656052	3166927289
MFD05151	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	11.88370082	54.87776911	LIB-MJ148-A3_02.fastq.gz	23592960	3493020258
MFD05152	6713	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	10.33762235	55.26412475	LIB-MJ151-H5_04.fastq.gz	18360944	2699898142
MFD05153	6221	Soil	Agriculture	Fields	Poales, grass	Grass in rotation, No clover	8.602933533	55.63023983	LIB-MJ148-B10_02.fastq.gz	18904670	2790450446
MFD05154	6212	Soil	Agriculture	Fields	Poales, grass	Grass for crop, Ryegrass	10.18565268	55.44542675	LIB-MJ145-H11_01_v_LIB-MJ405-A11_01.fastq.gz	17048452	2496317768
MFD05155	6143	Soil	Agriculture	Fields	Poales, Cereal	Barley, Winter	10.33762235	55.26412475	LIB-MJ149-G10_03.fastq.gz	18066090	2675194258
MFD05156	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	9.393473068	55.27081835	LIB-MJ148-D10_02.fastq.gz	19965594	2953190218
MFD05157	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.18835428	55.53526437	LIB-MJ147-G10_02.fastq.gz	22340026	3295925619
MFD05158	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.03466098	55.71637907	LIB-MJ146-D11_01.fastq.gz	22716478	3353366600
MFD05159	6132	Soil	Agriculture	Fields	Poales, Cereal	Maize, Silage	9.238241941	55.63065102	LIB-MJ148-B11_02.fastq.gz	33443568	4913307629
MFD05160	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	8.758431038	56.16975159	LIB-MJ147-F4_02.fastq.gz	18083130	2668306539
MFD05161	6132	Soil	Agriculture	Fields	Poales, Cereal	Maize, Silage	8.76175807	55.63065102	LIB-MJ151-G2_04.fastq.gz	28655292	4243877082
MFD05162	6713	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	10.03466098	55.71637907	LIB-MJ151-A11_04.fastq.gz	25896850	3698627732
MFD05163	6161	Soil	Agriculture	Fields	Poales, Cereal	Rye, Winter, Hybrid	10.49831595	55.35212853	LIB-MJ150-G6_03.fastq.gz	20670930	3028356046
MFD05164	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.33762235	55.26412475	LIB-MJ147-C4_02.fastq.gz	17404724	2575843899
MFD05165	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	10.49831595	55.35212853	LIB-MJ140-B11_02.fastq.gz	30989384	4589672564
MFD05166	6911	Soil	Agriculture	Fields	Fallow	Spring seeding	8.919476656	56.16996138	LIB-MJ149-B5_03.fastq.gz	25134748	3720331843
MFD05167	6713	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	10.49831595	55.35212853	LIB-MJ148-G2_02.fastq.gz	16464026	2428738422
MFD05168	6622	Soil	Agriculture	Fields	Fabids	Rosales, Apple	10.0275963	55.44685603	LIB-MJ146-B4_01.fastq.gz	22512412	3337698024
MFD05169	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.49493298	55.26229957	LIB-MJ147-B9_02.fastq.gz	22622764	3350634711
MFD05170	6161	Soil	Agriculture	Fields	Poales, Cereal	Rye, Winter, Hybrid	10.49493298	55.26229957	LIB-MJ146-H9_01.fastq.gz	19138910	2832407223
MFD05171	6212	Soil	Agriculture	Fields	Poales, grass	Grass for crop, Ryegrass	10.18835428	55.53526437	LIB-MJ148-H4_02.fastq.gz	17151268	2519933475
MFD05172	6713	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	12.09462707	55.59182715	LIB-MJ147-A7_02.fastq.gz	18159762	2685548466
MFD05173	6822	Soil	Agriculture	Fields	Mixed crops	Grass, Clover, Rotation	8.758993465	56.0799048	LIB-MJ148-B8_02.fastq.gz	18024572	2661414395
MFD05174	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	12.03933871	54.8739716	LIB-MJ147-D4_02.fastq.gz	18978376	2810656991
MFD05175	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	9.392587253	55.18095963	LIB-MJ146-D10_01.fastq.gz	19535808	2892613315
MFD05176	6511	Soil	Agriculture	Fields	Superasterids	Caryophyllales, Sugar beet	12.03933871	54.8739716	LIB-MJ150-C8_03.fastq.gz	29000982	4304076723
MFD05177	6511	Soil	Agriculture	Fields	Superasterids	Caryophyllales, Sugar beet	12.03933871	54.8739716	LIB-MJ150-H10_03.fastq.gz	15169646	2246549140
MFD05178	6111	Soil	Agriculture	Fields	Poales, Cereal	Oat, Spring	10.49493298	55.26229957	LIB-MJ151-F2_04.fastq.gz	27964232	4159891926
MFD05179	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	9.393473068	55.27081835	LIB-MJ147-B11_02.fastq.gz	21002154	3072304340
MFD05180	6232	Soil	Agriculture	Fields	Poales, grass	Permanent grass, Normal yield	9.869526791	55.44808121	LIB-MJ150-B5_03.fastq.gz	15953442	2350757973
MFD05181	6143	Soil	Agriculture	Fields	Poales, Cereal	Barley, Winter	9.393473068	55.27081835	LIB-MJ149-F11_03.fastq.gz	20894354	3089504693
MFD05182	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	9.869526791	55.44808121	LIB-MJ148-F8_02.fastq.gz	16481698	2435106468
MFD05183	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.18835428	55.53526437	LIB-MJ148-G8_02.fastq.gz	17348750	2545589254
MFD05184	6311	Soil	Agriculture	Fields	Asparagales	Onion	9.240447322	55.99005669	LIB-MJ150-C5_03.fastq.gz	22247856	3278196470
MFD05185	6611	Soil	Agriculture	Fields	Fabids	Fabales, Pea	11.28632224	55.33992395	LIB-MJ148-E9_02.fastq.gz	17345586	2563883648
MFD05186	6612	Soil	Agriculture	Fields	Fabids	Fabales, Faba bean	8.9202202	55.81056349	LIB-MJ146-D9_01.fastq.gz	18418694	2709476476
MFD05187	6132	Soil	Agriculture	Fields	Poales, Cereal	Maize, Silage	9.236620325	55.36108282	LIB-MJ146-G9_01.fastq.gz	25040584	3693248224
MFD05188	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	12.03933871	54.8739716	LIB-MJ147-C7_02.fastq.gz	18336700	2717271579
MFD05189	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	9.550855327	55.27020976	LIB-MJ150-G2_03.fastq.gz	20490536	3028275274
MFD05190	6211	Soil	Agriculture	Fields	Poales, grass	Grass for crop, Fescue	10.03466098	55.71637907	LIB-MJ151-B8_04.fastq.gz	22473368	3328493817
MFD05191	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	10.49493298	55.26229957	LIB-MJ151-H10_04.fastq.gz	15260166	2195247880
MFD05192	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.33762235	55.26412475	LIB-MJ148-C11_02.fastq.gz	22396086	3299826451
MFD05193	6132	Soil	Agriculture	Fields	Poales, Cereal	Maize, Silage	9.239891273	55.90020726	LIB-MJ147-F9_02.fastq.gz	22940220	3376634012
MFD05194	6111	Soil	Agriculture	Fields	Poales, Cereal	Oat, Spring	10.49493298	55.26229957	LIB-MJ146-G10_01.fastq.gz	20036318	2956980900
MFD05195	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	10.49493298	55.26229957	LIB-MJ149-C2_03.fastq.gz	15508764	2297104145
MFD05196	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	9.871508338	55.53792771	LIB-MJ146-A7_01.fastq.gz	20415388	3007682311
MFD05197	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.33762235	55.26412475	LIB-MJ149-C5_03.fastq.gz	23363108	3465297450
MFD05198	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	9.236620325	55.36108282	LIB-MJ148-G11_02.fastq.gz	22847124	3328001821
MFD05199	6111	Soil	Agriculture	Fields	Poales, Cereal	Oat, Spring	10.49831595	55.35212853	LIB-MJ147-B8_02.fastq.gz	24479156	3628458707
MFD05200	6141	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	9.869526791	55.44808121	LIB-MJ149-G1_03.fastq.gz	15888050	2267255128
MFD05201	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	12.35796782	54.95549062	LIB-MJ146-D7_01.fastq.gz	22164344	3285104872
MFD05202	6123	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	10.49493298	55.26229957	LIB-MJ150-E2_03.fastq.gz	17093878	2526783426
MFD05203	6111	Soil	Agriculture	Fields	Poales, Cereal	Oat, Spring	10.49831595	55.35212853	LIB-MJ145-F9_01.fastq.gz	20435514	3025269394
