fieldsample_barcode	habitat_typenumber	mfd_sampletype	mfd_areatype	mfd_hab1	mfd_hab2	mfd_hab3	longitude	latitude	flat_name	after_total_reads	after_total_bases
MFD00166	1330	Soil	Natural	Coastal	Salt marshes and salt meadows	Atlantic salt meadows	8.85598	56.99447	LIB-MJ051-G5_02.fastq.gz	23270432	3451986624
MFD00198	3200	Sediment	Natural	Freshwater	Running freshwater		9.8112	56.8255	LIB-MJ054-A8_03.fastq.gz	23407320	3466656862
MFD00199	3200	Sediment	Natural	Freshwater	Running freshwater		10.0426	56.5964	LIB-MJ054-F11_03.fastq.gz	14465338	2125684298
MFD00200	3200	Sediment	Natural	Freshwater	Running freshwater		10.4122	56.4786	LIB-MJ048-E1_04.fastq.gz	13728352	2002392390
MFD00201	3200	Sediment	Natural	Freshwater	Running freshwater		9.8979	56.3694	LIB-MJ055-F4_04.fastq.gz	10654368	1522703468
MFD00202	3200	Sediment	Natural	Freshwater	Running freshwater		10.1386592	56.1275934	LIB-MJ054-E10_03.fastq.gz	20835778	3056390062
MFD00203	3200	Sediment	Natural	Freshwater	Running freshwater		9.8242309	56.6380187	LIB-MJ054-B11_03.fastq.gz	17002994	2367789160
MFD00204	3200	Sediment	Natural	Freshwater	Running freshwater		9.4413264	56.6939891	LIB-MJ051-D10_02.fastq.gz	21860340	3132674441
MFD00205	3200	Sediment	Natural	Freshwater	Running freshwater		9.1699704	56.894572	LIB-MJ044-C5_03.fastq.gz	23930778	3392232106
MFD00206	3200	Sediment	Natural	Freshwater	Running freshwater		10.3733582	56.3848136	LIB-MJ055-G6_04.fastq.gz	22032562	3211500053
MFD00207	3200	Sediment	Natural	Freshwater	Running freshwater		10.2427226	56.2123183	LIB-MJ051-G2_02.fastq.gz	14050418	1970531588
MFD00208	3200	Sediment	Natural	Freshwater	Running freshwater		10.1457771	56.4775128	LIB-MJ054-D1_03.fastq.gz	44082270	6496376133
MFD00209	3200	Sediment	Natural	Freshwater	Running freshwater		10.0722806	56.8989608	LIB-MJ054-H3_03.fastq.gz	24629364	3625515367
MFD00210	3200	Sediment	Natural	Freshwater	Running freshwater		10.0823053	56.4585541	LIB-MJ044-F2_03.fastq.gz	26065572	3527766173
MFD00211	3200	Sediment	Natural	Freshwater	Running freshwater		10.2407541	56.2116558	LIB-MJ044-E7_03.fastq.gz	22942492	3186360030
MFD00212	3200	Sediment	Natural	Freshwater	Running freshwater		10.2769338	56.5326801	LIB-MJ051-A3_02.fastq.gz	25893796	3851579444
MFD00215	3200	Sediment	Natural	Freshwater	Running freshwater		9.867686	56.899703	LIB-MJ044-B2_03.fastq.gz	30857280	4388999933
MFD00216	3200	Sediment	Natural	Freshwater	Running freshwater		9.9412071	56.906323	LIB-MJ051-E7_02.fastq.gz	53378396	7896770357
MFD00217	3200	Sediment	Natural	Freshwater	Running freshwater		9.9232329	56.8963431	LIB-MJ055-H9_04.fastq.gz	21227130	3152158208
MFD00220	3200	Sediment	Natural	Freshwater	Running freshwater		9.68019	56.988753	LIB-MJ055-C6_04.fastq.gz	6664154	950398107
MFD00221	3200	Sediment	Natural	Freshwater	Running freshwater		9.8582695	56.8636013	LIB-MJ054-F6_03.fastq.gz	22567790	3329472303
MFD00222	3200	Sediment	Natural	Freshwater	Running freshwater		9.808939	56.8269118	LIB-MJ044-H6_03.fastq.gz	33211496	4680503733
MFD00223	3200	Sediment	Natural	Freshwater	Running freshwater		9.8156183	56.8315289	LIB-MJ055-B8_04.fastq.gz	29252350	4098501927
MFD00224	3200	Sediment	Natural	Freshwater	Running freshwater		10.0370327	56.8639534	LIB-MJ051-D2_02.fastq.gz	21867096	3258162180
MFD00226	3200	Sediment	Natural	Freshwater	Running freshwater		9.731801	56.6924293	LIB-MJ044-A1_03.fastq.gz	24987592	3620588953
MFD00227	3200	Sediment	Natural	Freshwater	Running freshwater		10.0005466	55.9829615	LIB-MJ051-F5_02.fastq.gz	29365382	4336922418
MFD00246	2130	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)	10.3637	57.6282	LIB-MJ054-B12_03.fastq.gz	19137778	2816462229
MFD00247	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	10.078	57.5882	LIB-MJ044-H8_03.fastq.gz	28906586	4023527598
MFD00248	7150	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Rhynchosporion depressions	10.4039	57.6447	LIB-MJ405-A12_01.fastq.gz	10384042	1483306755
MFD00249	6000	Soil	Agriculture	Fields			9.9261	57.5169	LIB-MJ054-G11_03.fastq.gz	23837494	3538294807
MFD00250	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	9.8799	57.5177	LIB-MJ055-H7_04.fastq.gz	21195866	3145414045
MFD00251	6233	Soil	Agriculture	Fields	Poales, grass	Permanent grass, Low yield	10.0803	57.581	LIB-MJ044-E5_03.fastq.gz	23590618	3449667348
MFD00252	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	10.0571	57.5903	LIB-MJ044-C4_03.fastq.gz	19580004	2849257530
MFD00253	2190	Soil	Natural	Dunes	Sea dunes	Humid dune slacks	10.407	57.6431	LIB-MJ044-H3_03.fastq.gz	25817850	3746102094
MFD00254	9911	Soil	Natural	Forests	Forest (non-habitattype)	Spruce	10.2409	57.5965	LIB-MJ044-E2_03.fastq.gz	30426592	4260725043
MFD00255	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	8.6556	57.1168	LIB-MJ048-D5_04.fastq.gz	29553382	4403463257
MFD00256	4010	Soil	Natural	Temperate heath and scrub			8.9511	57.1445	LIB-MJ044-D5_03.fastq.gz	24261894	3533791757
MFD00257	9915	Soil	Natural	Forests	Forest (non-habitattype)	Pine	8.5608	57.0374	LIB-MJ044-H5_03.fastq.gz	24795232	3549363425
MFD00258	91D0	Soil	Natural	Forests	Temperate forests	Bog woodland	8.9299	57.0543	LIB-MJ044-B8_03.fastq.gz	21165162	2981183869
MFD00259	2140	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes	8.6768	57.1132	LIB-MJ054-A12_03.fastq.gz	28426660	4192410006
MFD00260	2140	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes	8.6424	57.0643	LIB-MJ054-F8_03.fastq.gz	8348832	1232906485
MFD00261	6233	Soil	Natural	Grassland formations	Semi-natural dry grasslands		8.9169	57.0507	LIB-MJ054-E11_03.fastq.gz	63874622	9480753887
MFD00262	9990	Soil	Natural	Forests	Forest (non-habitattype)	Deciduous trees	8.9118	57.0449	LIB-MJ048-G9_04.fastq.gz	30935288	4600640453
MFD00263	6410	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows	8.8748	57.0448	LIB-MJ051-A8_02.fastq.gz	26241566	3911025696
MFD00264	9150	Soil	Natural	Forests	Temperate forests	Beech forests Limestone	9.8621	56.8537	LIB-MJ054-A3_03.fastq.gz	25227038	3750115596
MFD00265	9110	Soil	Natural	Forests	Temperate forests	Beech forests Luzulo-Fagetum	9.8358	56.8153	LIB-MJ054-H4_03.fastq.gz	23984554	3546278767
MFD00266	9160	Soil	Natural	Forests	Temperate forests	Oak-hornbeam mixed forest	9.9222	56.8906	LIB-MJ051-E9_02.fastq.gz	26037808	3874072056
MFD00267	9160	Soil	Natural	Forests	Temperate forests	Oak-hornbeam mixed forest	10.2161	56.9374	LIB-MJ048-F8_04_v_LIB-MJ411-C12_02.fastq.gz	12077570	1773842568
MFD00268	91E0	Soil	Natural	Forests	Temperate forests	Alluvial woodland	10.2298	56.9321	LIB-MJ048-A7_04.fastq.gz	27873130	4164994567
MFD00269	5130	Soil	Natural	Sclerophyllous scrub	Scrub	Juniper scrub	9.8003	56.8237	LIB-MJ044-G7_03.fastq.gz	24625056	3560528601
MFD00270	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	9.8201	56.8329	LIB-MJ044-C7_03.fastq.gz	24085402	3475846715
MFD00271	9940	Soil	Natural	Forests	Forest (non-habitattype)	Beech	9.8509	56.8138	LIB-MJ044-H9_03.fastq.gz	28421658	4056593181
MFD00272	2130	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)	8.1287	56.3134	LIB-MJ055-G5_04.fastq.gz	20372990	3019850185
MFD00273	7140	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Quaking bogs	8.378	56.1675	LIB-MJ054-C12_03.fastq.gz	22154746	3274916215
MFD00274	6000	Soil	Agriculture	Fields			8.1952	56.2949	LIB-MJ048-F7_04.fastq.gz	25916192	3860364379
MFD00275	4030	Soil	Natural	Temperate heath and scrub			8.5079	56.2488	LIB-MJ044-B7_03.fastq.gz	25246860	3603700341
MFD00276	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	8.3888	56.1672	LIB-MJ048-C11_04.fastq.gz	24813712	3708762480
MFD00277	9920	Soil	Natural	Forests	Forest (non-habitattype)	Willow	8.3723	56.1706	LIB-MJ048-G5_04.fastq.gz	23570148	3510034813
MFD00278	9920	Soil	Natural	Forests	Forest (non-habitattype)	Willow	8.1623	56.318	LIB-MJ044-D9_03.fastq.gz	24739866	3558299028
MFD00279	6233	Soil	Natural	Grassland formations	Semi-natural dry grasslands		8.1362	56.2277	LIB-MJ055-D11_04.fastq.gz	48906770	7284964253
MFD00280	9940	Soil	Natural	Forests	Forest (non-habitattype)	Beech	8.4939	56.2452	LIB-MJ051-D11_02.fastq.gz	27950970	4163716977
MFD00281	6410	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows	8.1743	55.82	LIB-MJ048-E3_04.fastq.gz	29449740	4378022944
MFD00282	7140	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Quaking bogs	8.1828	55.7735	LIB-MJ048-F4_04.fastq.gz	23112686	3439503979
MFD00283	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	8.2417	55.6738	LIB-MJ051-A9_02.fastq.gz	23188706	3461701109
MFD00284	9190	Soil	Natural	Forests	Temperate forests	Old acidophilous oak woods with Q. robur on sandy plains	8.1907	55.6942	LIB-MJ051-E10_02.fastq.gz	17310758	2495238410
MFD00285	6212	Soil	Agriculture	Fields	Poales, grass	Grass for crop, Ryegrass	8.2128	55.795	LIB-MJ055-B4_04.fastq.gz	21493618	3195805815
MFD00286	2130	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)	8.0802	55.5629	LIB-MJ044-D7_03.fastq.gz	23132456	3318712976
MFD00287	2140	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes	8.1696	55.6843	LIB-MJ044-F9_03.fastq.gz	24423284	3501848551
MFD00288	9990	Soil	Natural	Forests	Forest (non-habitattype)	Deciduous trees	8.2164	55.6726	LIB-MJ044-A3_03.fastq.gz	29925606	4366236484
MFD00289	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	8.8977	55.1432	LIB-MJ048-E11_04.fastq.gz	27826148	4148673826
MFD00290	4010	Soil	Natural	Temperate heath and scrub			8.9352	55.1731	LIB-MJ048-D8_04.fastq.gz	25742774	3833987703
MFD00291	9160	Soil	Natural	Forests	Temperate forests	Oak-hornbeam mixed forest	8.959	55.0113	LIB-MJ048-C4_04.fastq.gz	22088448	3280475192
MFD00292	9190	Soil	Natural	Forests	Temperate forests	Old acidophilous oak woods with Q. robur on sandy plains	8.9509	55.207	LIB-MJ051-G3_02.fastq.gz	24996706	3702823005
MFD00293	9130	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	9.0593	55.293	LIB-MJ044-E4_03_v_LIB-MJ404-H11_03.fastq.gz	15857148	2299621060
MFD00294	9160	Soil	Natural	Forests	Temperate forests	Oak-hornbeam mixed forest	8.974	55.0152	LIB-MJ048-D7_04.fastq.gz	24710850	3689204304
MFD00295	91D0	Soil	Natural	Forests	Temperate forests	Bog woodland	8.9845	55.0177	LIB-MJ044-F4_03.fastq.gz	25435246	3724585623
MFD00296	91E0	Soil	Natural	Forests	Temperate forests	Alluvial woodland	9.0675	55.2925	LIB-MJ054-G7_03.fastq.gz	23965028	3572097567
MFD00297	9911	Soil	Natural	Forests	Forest (non-habitattype)	Spruce	8.9498	55.1847	LIB-MJ055-B6_04.fastq.gz	32361736	4737097919
MFD00298	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	10.5312	56.1964	LIB-MJ055-C7_04.fastq.gz	39143454	5841520051
MFD00299	6000	Soil	Agriculture	Fields			10.4802	56.2915	LIB-MJ054-C4_03.fastq.gz	18	2630
MFD00300	5130	Soil	Natural	Sclerophyllous scrub	Scrub	Juniper scrub	10.8488	56.2985	LIB-MJ054-B1_03.fastq.gz	25742190	3833712650
MFD00301	9130	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	10.4716	56.2873	LIB-MJ055-A2_04.fastq.gz	23394374	3487373343
MFD00302	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	10.5233	56.207	LIB-MJ051-B5_02.fastq.gz	19314760	2876837670
MFD00303	6120	Soil	Natural	Grassland formations	Natural grasslands	Xeric sand calcareous grasslands	10.5294	56.1	LIB-MJ051-F8_02.fastq.gz	22233090	3307877449
MFD00304	9990	Soil	Natural	Forests	Forest (non-habitattype)	Deciduous trees	10.514	56.0971	LIB-MJ044-C9_03.fastq.gz	25595742	3681879030
MFD00305	6402	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows		10.5872	56.2224	LIB-MJ054-E5_03.fastq.gz	27266942	4050823246
MFD00306	7140	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Quaking bogs	10.5626	56.2243	LIB-MJ051-E3_02.fastq.gz	27782478	4051540582
MFD00307	4030	Soil	Natural	Temperate heath and scrub			9.4151	56.0856	LIB-MJ051-F2_02.fastq.gz	23181682	3452393229
MFD00308	7140	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Quaking bogs	9.3588	56.1033	LIB-MJ054-G9_03.fastq.gz	24501118	3607824889
MFD00309	6410	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows	9.7044	56.0532	LIB-MJ055-E5_04.fastq.gz	18095748	2700954819
MFD00310	7150	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Rhynchosporion depressions	9.3983	56.0885	LIB-MJ055-E3_04.fastq.gz	24286476	3582570073
MFD00311	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	9.7318	56.0637	LIB-MJ055-D1_04.fastq.gz	19748364	2949271106
MFD00312	5130	Soil	Natural	Sclerophyllous scrub	Scrub	Juniper scrub	9.6384	56.0751	LIB-MJ055-B7_04.fastq.gz	37380442	5542754018
MFD00313	9915	Soil	Natural	Forests	Forest (non-habitattype)	Pine	9.6204	56.1672	LIB-MJ044-F6_03.fastq.gz	23571478	3292867919
MFD00314	9110	Soil	Natural	Forests	Temperate forests	Beech forests Luzulo-Fagetum	9.5277	56.1341	LIB-MJ055-F2_04.fastq.gz	19573650	2910671518
MFD00315	91D0	Soil	Natural	Forests	Temperate forests	Bog woodland	9.4962	56.1261	LIB-MJ051-G7_02.fastq.gz	25080982	3713639185
MFD00316	9150	Soil	Natural	Forests	Temperate forests	Beech forests Limestone	9.8508	55.6757	LIB-MJ048-B2_04.fastq.gz	23285058	3472934258
MFD00317	91E0	Soil	Natural	Forests	Temperate forests	Alluvial woodland	9.7305	55.6919	LIB-MJ048-D3_04.fastq.gz	31052470	4630328850
MFD00318	6233	Soil	Agriculture	Fields	Poales, grass	Permanent grass, Low yield	9.6892	55.6104	LIB-MJ051-A6_02.fastq.gz	21713696	3234702421
MFD00319	7007	Soil	Natural	Bogs, mires and fens			9.6931	55.6066	LIB-MJ055-F5_04.fastq.gz	21713478	3229365156
MFD00320	6402	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows		9.5454	55.6671	LIB-MJ048-H4_04.fastq.gz	26056070	3882647583
MFD00321	9940	Soil	Natural	Forests	Forest (non-habitattype)	Beech	9.8575	55.6839	LIB-MJ044-G8_03.fastq.gz	25370448	3610779647
MFD00322	9911	Soil	Natural	Forests	Forest (non-habitattype)	Spruce	9.8696	55.6889	LIB-MJ054-F7_03.fastq.gz	21383752	3155457955
MFD00323	9990	Soil	Natural	Forests	Forest (non-habitattype)	Deciduous trees	9.7524	55.6912	LIB-MJ054-B5_03.fastq.gz	21442860	3184511210
MFD00324	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	11.9931	56.0226	LIB-MJ044-F11_03.fastq.gz	31868560	4492534774
MFD00325	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	11.9915	56.0185	LIB-MJ048-C1_04.fastq.gz	25595222	3823733728
MFD00326	9130	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	12.272	55.9569	LIB-MJ054-E4_03.fastq.gz	22728124	3352646112
MFD00327	91E0	Soil	Natural	Forests	Temperate forests	Alluvial woodland	12.2716	55.9682	LIB-MJ044-G10_03.fastq.gz	30092860	4313738158
MFD00328	91D0	Soil	Natural	Forests	Temperate forests	Bog woodland	12.3161	55.9998	LIB-MJ051-C11_02.fastq.gz	25170226	3704091505
MFD00329	7140	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Quaking bogs	12.2927	55.9846	LIB-MJ048-D4_04.fastq.gz	22575174	3289406911
MFD00330	9920	Soil	Natural	Forests	Forest (non-habitattype)	Willow	12.1003	56.0225	LIB-MJ054-A10_03.fastq.gz	24323974	3615575998
MFD00331	9911	Soil	Natural	Forests	Forest (non-habitattype)	Spruce	12.0734	56.0442	LIB-MJ048-E6_04.fastq.gz	25300598	3766084825
MFD00332	9990	Soil	Natural	Forests	Forest (non-habitattype)	Deciduous trees	12.2508	55.9872	LIB-MJ055-H6_04.fastq.gz	23839580	3549160750
MFD00333	6120	Soil	Natural	Grassland formations	Natural grasslands	Xeric sand calcareous grasslands	11.4361	55.8265	LIB-MJ048-G2_04.fastq.gz	25087340	3750275396
MFD00334	6410	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows	11.283	55.736	LIB-MJ054-A9_03.fastq.gz	23461286	3489428832
MFD00335	2190	Soil	Natural	Dunes	Sea dunes	Humid dune slacks	11.2751	55.7274	LIB-MJ051-C8_02.fastq.gz	20888292	3088001266
MFD00336	6410	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows	11.2016	55.7052	LIB-MJ048-A3_04.fastq.gz	29869546	4467164668
MFD00337	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	11.2358	55.7036	LIB-MJ048-A10_04.fastq.gz	29323600	4384380245
MFD00338	4030	Soil	Natural	Temperate heath and scrub			11.4232	55.8364	LIB-MJ055-F1_04.fastq.gz	20557904	3068047804
MFD00339	5130	Soil	Natural	Sclerophyllous scrub	Scrub	Juniper scrub	10.8935	55.7347	LIB-MJ054-G10_03.fastq.gz	20028538	2985065303
MFD00340	6233	Soil	Natural	Grassland formations	Semi-natural dry grasslands		10.8972	55.7407	LIB-MJ055-A4_04.fastq.gz	20820724	3102845668
MFD00341	9150	Soil	Natural	Forests	Temperate forests	Beech forests Limestone	11.7759	55.5161	LIB-MJ051-A10_02.fastq.gz	26291466	3933650985
MFD00342	9130	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	11.5568	55.3799	LIB-MJ048-G6_04.fastq.gz	19955816	2974082642
MFD00343	9940	Soil	Natural	Forests	Forest (non-habitattype)	Beech	11.5941	55.3836	LIB-MJ044-A11_03.fastq.gz	32391228	4678234292
MFD00344	91D0	Soil	Natural	Forests	Temperate forests	Bog woodland	11.8847	55.5657	LIB-MJ051-F7_02.fastq.gz	24469714	3621030419
MFD00345	9920	Soil	Natural	Forests	Forest (non-habitattype)	Willow	11.8838	55.5526	LIB-MJ054-D2_03.fastq.gz	28528056	4211787038
MFD00346	91E0	Soil	Natural	Forests	Temperate forests	Alluvial woodland	11.5467	55.3774	LIB-MJ048-E4_04.fastq.gz	27251360	4061510254
MFD00347	6233	Soil	Agriculture	Fields	Poales, grass	Permanent grass, Low yield	11.5362	55.3801	LIB-MJ054-H5_03.fastq.gz	22663990	3374042287
MFD00348	6000	Soil	Agriculture	Fields			11.5345	55.3159	LIB-MJ054-D5_03.fastq.gz	25223808	3749780687
MFD00349	6410	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows	11.5924	55.3991	LIB-MJ055-G1_04.fastq.gz	23336474	3484592060
MFD00350	9990	Soil	Natural	Forests	Forest (non-habitattype)	Deciduous trees	10.2476	55.1229	LIB-MJ048-E8_04.fastq.gz	25330212	3771102603
MFD00351	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	10.2466	55.1299	LIB-MJ051-G8_02.fastq.gz	22650980	3380513461
MFD00352	9990	Soil	Natural	Forests	Forest (non-habitattype)	Deciduous trees	10.2534	55.1333	LIB-MJ054-D11_03.fastq.gz	23674328	3519293800
MFD00353	7140	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Quaking bogs	10.3171	55.1208	LIB-MJ044-B12_03.fastq.gz	17622278	2420734902
MFD00354	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	10.4997	55.1011	LIB-MJ044-A5_03.fastq.gz	23286836	3402842466
MFD00355	91D0	Soil	Natural	Forests	Temperate forests	Bog woodland	10.3689	55.1291	LIB-MJ044-A12_03.fastq.gz	24432158	3448321385
MFD00356	7140	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Quaking bogs	10.3688	55.135	LIB-MJ051-A5_02.fastq.gz	27368554	4065640365
MFD00357	7140	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Quaking bogs	10.4516	55.1515	LIB-MJ051-F1_02.fastq.gz	46469650	6947893974
MFD00358	9911	Soil	Natural	Forests	Forest (non-habitattype)	Spruce	11.805	54.7804	LIB-MJ044-G2_03.fastq.gz	29354364	4244780274
MFD00359	9130	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	11.8113	54.7861	LIB-MJ044-H7_03.fastq.gz	23165978	3314468550
MFD00360	6000	Soil	Agriculture	Fields			11.4872	54.7545	LIB-MJ055-D5_04.fastq.gz	24676348	3665400032
MFD00361	91D0	Soil	Natural	Forests	Temperate forests	Bog woodland	11.5371	54.7248	LIB-MJ055-D2_04.fastq.gz	53881202	8023607211
MFD00362	91E0	Soil	Natural	Forests	Temperate forests	Alluvial woodland	11.5545	54.7519	LIB-MJ055-A3_04.fastq.gz	21811316	3251654814
MFD00363	9920	Soil	Natural	Forests	Forest (non-habitattype)	Willow	11.5514	54.7457	LIB-MJ055-A8_04.fastq.gz	19748288	2932065929
MFD00364	6402	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows		11.6456	54.7145	LIB-MJ051-F6_02.fastq.gz	26214074	3892026638
MFD00365	6233	Soil	Natural	Grassland formations	Semi-natural dry grasslands		11.5991	54.7426	LIB-MJ051-C2_02.fastq.gz	22257234	3327815310
MFD00366	9150	Soil	Natural	Forests	Temperate forests	Beech forests Limestone	12.539	54.9804	LIB-MJ048-H8_04.fastq.gz	27882892	4165097528
MFD00367	2130	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)	12.27	55.0546	LIB-MJ051-B7_02.fastq.gz	26489220	3892915889
MFD00368	4010	Soil	Natural	Temperate heath and scrub			12.2701	55.0399	LIB-MJ051-E6_02.fastq.gz	22975372	3410040600
MFD00369	6402	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows		12.4514	54.9675	LIB-MJ048-F9_04.fastq.gz	34526312	5159803386
MFD00370	6402	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows		12.4552	54.9606	LIB-MJ051-E8_02.fastq.gz	26128916	3899025001
MFD00371	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	12.5097	54.9646	LIB-MJ048-E10_04.fastq.gz	30675758	4582262383
MFD00372	9150	Soil	Natural	Forests	Temperate forests	Beech forests Limestone	12.5389	54.9662	LIB-MJ044-D11_03.fastq.gz	23280950	3372909225
